time,temperature_2m (буC),rain (mm),showers (mm),precipitation (mm),windspeed_10m (m/s),windspeed_100m (m/s),winddirection_10m (бу),windgusts_10m (m/s),winddirection_100m (бу),weathercode (wmo code),pressure_msl (hPa),surface_pressure (hPa),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),et0_fao_evapotranspiration (mm),vapor_pressure_deficit (kPa),apparent_temperature (буC),dewpoint_2m (буC),relativehumidity_2m (%),snowfall (cm),soil_temperature_0_to_7cm (буC),soil_temperature_7_to_28cm (буC),soil_temperature_28_to_100cm (буC),soil_temperature_100_to_255cm (буC),soil_moisture_0_to_7cm (m3/m3),soil_moisture_7_to_28cm (m3/m3),soil_moisture_28_to_100cm (m3/m3),soil_moisture_100_to_255cm (m3/m3)
2025-08-08T05:00,26.1,0,0,0,1.15,2.32,268,3.1,263,3,1008.5,1004.4,99,70,0,97,0,0.2,32.3,25.1,94,0,27.2,27.7,27.4,26.1,0.317,0.327,0.342,0.297
2025-08-08T06:00,27.9,0,0,0,1.15,1.99,304,3.2,298,3,1008.5,1004.4,99,68,0,97,0.02,0.36,34.8,26.2,90,0,28.8,27.8,27.4,26.1,0.317,0.326,0.342,0.297
2025-08-08T07:00,28.5,0,0,0,0.97,1.76,282,3.6,285,3,1008.7,1004.6,93,29,0,93,0.06,0.51,35.4,26.1,87,0,28.7,27.8,27.4,26.1,0.317,0.326,0.342,0.297
2025-08-08T08:00,29,0,0,0,1.12,1.4,260,3.9,268,3,1009.2,1005.1,93,1,0,93,0.2,0.62,35.9,26.1,84,0,28.6,27.7,27.4,26.1,0.317,0.326,0.342,0.297
2025-08-08T09:00,29.6,0,0,0,1.41,1.66,243,4.2,249,3,1009.2,1005.1,94,0,0,94,0.36,0.82,36,25.8,80,0,28.4,27.7,27.4,26.1,0.315,0.325,0.341,0.297
2025-08-08T10:00,32.3,0,0,0,1.75,2.11,233,4.6,239,3,1009.4,1005.3,90,0,0,90,0.54,1.57,39.3,25.5,67,0,30.6,27.8,27.4,26.1,0.314,0.324,0.341,0.297
2025-08-08T11:00,32.6,0,0,0,2.16,2.6,228,5,232,3,1009.5,1005.4,93,1,1,93,0.65,1.65,40.4,25.6,67,0,30.3,27.9,27.4,26.1,0.312,0.323,0.341,0.297
2025-08-08T12:00,32.9,0,0,0,2.61,3.14,212,5.5,217,3,1008.8,1004.8,93,7,9,92,0.71,1.74,40.8,25.5,65,0,30.5,28,27.4,26.1,0.309,0.322,0.341,0.297
2025-08-08T13:00,34.1,0,0,0,3.1,3.82,201,6.2,206,3,1008.2,1004.2,97,5,3,97,0.74,2.1,41.6,25.4,61,0,30.9,28.2,27.4,26.1,0.307,0.321,0.34,0.297
2025-08-08T14:00,33.9,0,0,0,3.66,4.62,194,7.3,198,3,1007.8,1003.8,90,4,9,88,0.68,2.01,40.8,25.6,62,0,31.2,28.4,27.4,26.1,0.304,0.32,0.34,0.298
2025-08-08T15:00,33.6,0,0,0,3.96,5.24,190,7.2,193,3,1007.6,1003.6,95,3,7,94,0.56,1.86,39.6,25.9,64,0,31.2,28.5,27.4,26.1,0.303,0.32,0.34,0.298
2025-08-08T16:00,33,0,0,0,3.95,5.3,189,7.2,191,3,1007.3,1003.3,97,0,1,97,0.44,1.59,38.6,26.4,68,0,31,28.7,27.4,26.1,0.301,0.319,0.34,0.298
2025-08-08T17:00,32.2,0,0,0,3.62,5.12,186,6.6,190,3,1007.5,1003.5,97,3,4,97,0.32,1.35,38,26.5,72,0,30.7,28.8,27.4,26.1,0.3,0.318,0.34,0.298
2025-08-08T18:00,30.4,0,0,0,2.75,4.62,180,5.6,185,3,1007.4,1003.3,100,1,63,100,0.15,0.88,36.6,26.5,80,0,30.3,28.8,27.4,26.1,0.3,0.316,0.339,0.298
2025-08-08T19:00,29.5,0,0,0,2.41,4.65,174,4.3,179,3,1007.3,1003.2,98,3,50,98,0.04,0.67,36,26.5,84,0,29.9,28.9,27.4,26.1,0.3,0.316,0.339,0.298
2025-08-08T20:00,29.2,0,0,0,2.16,4.4,176,4.1,181,3,1008.2,1004.1,98,2,27,97,0.01,0.64,35.6,26.3,84,0,30.3,28.9,27.4,26.1,0.301,0.316,0.339,0.298
2025-08-08T21:00,28.9,0,0,0,1.87,3.66,172,3.8,190,3,1008.8,1004.7,100,1,9,99,0.01,0.61,35.3,26,85,0,30.3,28.8,27.4,26.1,0.301,0.316,0.339,0.298
2025-08-08T22:00,28.2,0,0,0,1.45,3.21,182,3.7,198,3,1009.2,1005.1,100,0,4,100,0,0.53,34.6,25.7,86,0,29.5,28.8,27.4,26.1,0.301,0.316,0.339,0.298
2025-08-08T23:00,27.8,0,0,0,1.86,3.57,186,3.9,202,3,1009.4,1005.3,99,0,0,99,0,0.44,34,25.7,88,0,29,28.7,27.4,26.1,0.302,0.315,0.339,0.298
2025-08-09T00:00,27.5,0,0,0,1.96,3.67,195,3.9,209,3,1009.4,1005.3,96,0,0,96,0,0.37,33.7,25.7,90,0,28.9,28.6,27.4,26.1,0.302,0.315,0.339,0.298
2025-08-09T01:00,27.3,0,0,0,1.1,2.91,223,3.5,221,3,1009,1004.9,92,0,0,92,0,0.37,33.8,25.5,90,0,28.4,28.5,27.4,26.1,0.302,0.315,0.339,0.298
2025-08-09T02:00,27.3,0,0,0,0.93,2.27,234,2.9,230,3,1008.8,1004.7,93,3,0,93,0,0.36,33.9,25.6,90,0,28.2,28.4,27.4,26.1,0.302,0.315,0.338,0.298
2025-08-09T03:00,27.2,0,0,0,1.03,2.16,223,2.6,220,3,1008.4,1004.3,92,4,0,92,0,0.36,33.7,25.4,90,0,28.5,28.3,27.4,26.1,0.302,0.315,0.338,0.298
2025-08-09T04:00,27,0,0,0,1.01,2.15,207,2.9,208,3,1008.5,1004.4,88,1,0,88,0,0.32,33.4,25.4,91,0,28.2,28.2,27.4,26.1,0.303,0.315,0.338,0.298
2025-08-09T05:00,26.9,0,0,0,0.67,1.77,222,2.6,209,3,1008.8,1004.7,80,9,0,77,0,0.3,33.5,25.4,92,0,28.1,28.1,27.4,26.1,0.303,0.314,0.338,0.298
2025-08-09T06:00,27.6,0,0,0,0.38,1.13,247,2.7,229,3,1009.2,1005.1,84,6,0,83,0.01,0.41,34.5,25.6,89,0,29.1,28.1,27.4,26.1,0.302,0.314,0.338,0.298
2025-08-09T07:00,28.5,0,0,0,0.65,1.42,203,3,198,2,1009.6,1005.5,72,7,0,71,0.06,0.56,35.5,25.9,86,0,28.9,28.1,27.4,26.1,0.302,0.314,0.338,0.298
2025-08-09T08:00,28.9,0,0,0,0.96,1.24,223,3.7,220,2,1009.9,1005.8,79,7,0,77,0.2,0.66,35.7,25.8,83,0,28.7,28,27.4,26.1,0.302,0.314,0.338,0.298
2025-08-09T09:00,29.4,0,0,0,1.45,1.84,229,5.3,227,3,1009.8,1005.7,83,1,0,83,0.36,0.84,35.7,25.5,80,0,28.7,28,27.4,26.1,0.301,0.313,0.338,0.298
2025-08-09T10:00,31.6,0,0,0,1.63,2.02,225,5.2,224,0,1009.8,1005.7,15,2,0,13,0.51,1.36,38.7,25.7,71,0,30.5,28.1,27.4,26.1,0.3,0.313,0.338,0.298
2025-08-09T11:00,32,0,0,0,2.35,2.89,207,5.3,208,1,1009.4,1005.3,22,22,0,0,0.57,1.45,39.1,25.7,69,0,30.3,28.1,27.4,26.1,0.298,0.312,0.337,0.298
2025-08-09T12:00,32.3,0,0,0,3.04,3.76,197,6.3,199,2,1008.9,1004.8,65,39,0,55,0.65,1.51,39.7,25.8,69,0,30.3,28.2,27.4,26.1,0.296,0.311,0.337,0.298
2025-08-09T13:00,33,0.1,0,0.1,3.44,4.29,193,7,195,51,1008.3,1004.3,95,68,2,90,0.65,1.68,40.2,26,67,0,30.6,28.4,27.4,26.1,0.295,0.31,0.337,0.298
2025-08-09T14:00,32.8,0.1,0,0.1,3.61,4.56,190,7.1,193,51,1007.8,1003.8,96,16,16,96,0.56,1.61,39.2,26,68,0,30.7,28.5,27.4,26.1,0.294,0.31,0.337,0.298
2025-08-09T15:00,32.9,0,0,0,3.41,4.39,185,6.8,188,3,1007.6,1003.6,94,20,17,93,0.53,1.66,39.1,25.9,67,0,30.7,28.6,27.4,26.1,0.292,0.309,0.336,0.298
2025-08-09T16:00,32.4,0,0,0,3.5,4.51,181,6.6,183,3,1006.8,1002.8,88,12,7,87,0.44,1.48,38,26.1,69,0,30.7,28.7,27.4,26.1,0.291,0.308,0.336,0.298
2025-08-09T17:00,32,0,0,0,3.6,4.85,178,6.4,179,3,1006.8,1002.8,86,5,3,86,0.31,1.37,37.6,26.1,71,0,30.4,28.8,27.4,26.1,0.29,0.308,0.336,0.299
2025-08-09T18:00,30,0,0,0,2.65,4.2,177,6.2,181,3,1006.7,1002.6,87,6,7,86,0.14,0.82,36.2,26.3,81,0,30,28.9,27.5,26.1,0.289,0.307,0.336,0.299
2025-08-09T19:00,29.5,0,0,0,2.64,4.87,165,5.3,171,2,1007.2,1003.1,60,9,5,57,0.04,0.64,35.9,26.6,84,0,29.6,28.9,27.5,26.1,0.289,0.307,0.336,0.299
2025-08-09T20:00,29.2,0,0,0,2.58,4.83,165,4.7,170,2,1007.6,1003.5,54,9,3,48,0.01,0.54,35.7,26.7,87,0,30.1,28.9,27.5,26.1,0.289,0.307,0.336,0.299
2025-08-09T21:00,29.2,0,0,0,2.26,4.4,175,4.1,178,3,1008.4,1004.3,87,3,1,85,0.01,0.54,35.9,26.7,87,0,30.4,28.8,27.5,26.1,0.29,0.307,0.336,0.299
2025-08-09T22:00,28.6,0,0,0,2.35,4.02,179,3.9,191,3,1008.6,1004.5,95,9,1,95,0.01,0.47,35,26.4,88,0,29.6,28.8,27.5,26.1,0.29,0.307,0.335,0.299
2025-08-09T23:00,28.4,0,0,0,2.66,4.13,192,3.7,199,3,1008.8,1004.7,98,7,0,98,0.01,0.45,34.6,26.3,88,0,29.3,28.7,27.5,26.1,0.29,0.307,0.335,0.299
2025-08-10T00:00,28,0,0,0,2.48,4.02,199,4,207,3,1008.7,1004.6,98,17,0,98,0.01,0.4,34.2,26.1,89,0,29.2,28.6,27.5,26.1,0.29,0.307,0.335,0.299
2025-08-10T01:00,27.6,0,0,0,2.06,3.44,206,4,216,3,1008.3,1004.2,100,23,0,100,0,0.33,33.8,26,91,0,28.7,28.5,27.5,26.1,0.29,0.306,0.335,0.299
2025-08-10T02:00,28.1,0,0,0,1.39,2.87,232,3.4,223,3,1008.1,1004,100,25,0,100,0,0.36,35,26.4,91,0,28.5,28.4,27.5,26.1,0.291,0.306,0.335,0.299
2025-08-10T03:00,28.1,0,0,0,0.97,2.55,235,2.7,227,3,1008,1003.9,100,30,0,100,0,0.36,35.2,26.4,91,0,28.4,28.3,27.5,26.1,0.291,0.306,0.335,0.299
2025-08-10T04:00,27.6,0,0,0,1.66,2.72,213,2.9,223,3,1008.2,1004.1,99,27,0,99,0,0.3,34.2,26.2,92,0,28,28.2,27.5,26.1,0.291,0.306,0.335,0.299
2025-08-10T05:00,26.7,0,0,0,1.79,2.83,234,3,226,3,1008,1003.9,100,65,1,99,0,0.26,32.8,25.4,93,0,27.9,28.1,27.5,26.1,0.291,0.306,0.335,0.299
2025-08-10T06:00,28.1,0,0,0,0.91,1.94,279,3.1,258,3,1008.4,1004.3,98,21,0,97,0.02,0.46,35,25.9,88,0,28.9,28.2,27.5,26.1,0.289,0.306,0.334,0.299
2025-08-10T07:00,28.8,0,0,0,0.78,1.3,243,3.5,247,3,1008.5,1004.4,100,14,0,100,0.07,0.6,35.8,26,85,0,28.9,28.1,27.5,26.1,0.289,0.305,0.333,0.299
2025-08-10T08:00,29.2,0,0,0,1.19,1.53,237,4.3,238,3,1008.9,1004.8,100,14,0,100,0.18,0.76,35.7,25.6,81,0,29,28,27.5,26.1,0.289,0.305,0.333,0.299
2025-08-10T09:00,29.5,0,0,0,1.85,2.29,232,5.1,234,3,1009.5,1005.4,95,27,0,94,0.33,0.86,35.5,25.5,79,0,28.9,28,27.5,26.1,0.288,0.305,0.333,0.299
2025-08-10T10:00,31.6,0.1,0,0.1,2.02,2.44,226,5.2,227,51,1009.4,1005.3,92,18,1,90,0.46,1.43,37.6,25.2,69,0,30.6,28.1,27.5,26.1,0.287,0.304,0.333,0.299
2025-08-10T11:00,31.7,0.2,0,0.2,2.34,2.86,214,5.6,216,51,1009.1,1005,85,24,3,84,0.55,1.43,38.5,25.4,69,0,30.1,28.1,27.5,26.1,0.287,0.304,0.333,0.299
2025-08-10T12:00,31.6,0.1,0,0.1,2.94,3.62,198,6.4,200,51,1008.7,1004.6,88,25,18,88,0.56,1.4,38.2,25.4,70,0,29.9,28.2,27.5,26.1,0.287,0.303,0.333,0.299
2025-08-10T13:00,31.9,0.1,0,0.1,3.39,4.23,188,7.2,191,51,1007.8,1003.7,96,27,28,96,0.53,1.48,37.8,25.4,69,0,30,28.3,27.5,26.1,0.286,0.303,0.332,0.299
2025-08-10T14:00,32.1,0.3,0,0.3,3.69,4.63,189,8,191,51,1007.4,1003.4,95,21,19,95,0.6,1.58,38.3,25.2,67,0,30.3,28.4,27.5,26.1,0.286,0.302,0.332,0.299
2025-08-10T15:00,32,0,0,0,3.91,5.03,184,7.6,186,3,1007,1003,97,28,28,97,0.53,1.49,37.7,25.5,69,0,30.3,28.5,27.5,26.1,0.286,0.301,0.332,0.299
2025-08-10T16:00,31.6,0.1,0,0.1,4.3,5.7,180,8.1,182,51,1006.9,1002.8,99,21,17,99,0.38,1.36,36.5,25.7,71,0,30.1,28.6,27.5,26.1,0.285,0.301,0.332,0.299
2025-08-10T17:00,31.5,0.1,0,0.1,4.5,6.26,182,8.1,183,51,1006.7,1002.6,99,19,9,99,0.28,1.31,36.3,25.7,72,0,29.9,28.7,27.5,26.1,0.285,0.301,0.332,0.299
2025-08-10T18:00,29.2,0,0,0,3,4.82,182,7.1,185,3,1006.4,1002.3,99,20,26,99,0.13,0.75,34.8,25.7,81,0,29.4,28.7,27.5,26.1,0.284,0.298,0.329,0.299
2025-08-10T19:00,29,0,0,0,2.62,4.65,172,4.9,178,3,1007.2,1003.1,100,18,12,100,0.04,0.67,34.8,25.8,83,0,29.1,28.7,27.5,26.1,0.284,0.298,0.329,0.299
2025-08-10T20:00,28.5,0,0,0,2.65,4.58,169,4.2,173,3,1007.7,1003.6,100,13,12,100,0.01,0.55,34.5,25.9,86,0,29.7,28.6,27.5,26.1,0.285,0.298,0.329,0.299
2025-08-10T21:00,28.5,0,0,0,2.21,4.05,176,3.9,179,3,1008.5,1004.4,99,12,13,99,0.01,0.53,34.8,26,86,0,29.8,28.6,27.5,26.1,0.285,0.297,0.328,0.299
2025-08-10T22:00,28,0,0,0,2.1,3.71,179,3.9,185,3,1008.6,1004.5,100,15,11,100,0,0.43,34.2,25.9,89,0,29.3,28.5,27.5,26.1,0.285,0.297,0.328,0.299
2025-08-10T23:00,27.8,0,0,0,2.1,3.46,183,4,191,3,1008.7,1004.6,100,12,6,100,0,0.39,34,25.9,89,0,29,28.4,27.5,26.1,0.285,0.297,0.328,0.299
2025-08-11T00:00,27.6,0,0,0,1.4,2.67,184,3.8,197,3,1008.4,1004.3,100,5,0,100,0,0.38,34.1,25.8,90,0,29,28.4,27.5,26.1,0.286,0.297,0.328,0.299
2025-08-11T01:00,27.3,0,0,0,1.17,2.21,200,2.7,205,3,1008.2,1004.1,99,11,0,99,0,0.31,34,25.8,92,0,28.6,28.3,27.5,26.1,0.286,0.297,0.328,0.299
2025-08-11T02:00,27.2,0,0,0,1.13,2.18,193,2.5,200,3,1007.7,1003.6,99,21,0,99,0,0.3,33.7,25.7,92,0,28.6,28.2,27.5,26.1,0.286,0.297,0.328,0.299
2025-08-11T03:00,27.3,0,0,0,1.36,2.39,186,3.1,196,3,1007.7,1003.6,99,24,1,98,0,0.31,33.8,25.8,92,0,28.5,28.1,27.5,26.1,0.286,0.297,0.328,0.299
2025-08-11T04:00,27.4,0.1,0,0.1,1.74,2.88,192,3.3,200,51,1007.4,1003.3,98,28,9,98,0,0.31,33.8,25.9,92,0,28.2,28,27.5,26.1,0.286,0.297,0.328,0.299
2025-08-11T05:00,26.8,0.3,0,0.3,1.61,2.73,206,3.6,208,51,1007.4,1003.3,100,71,18,100,0,0.22,33.2,25.7,94,0,28.2,28,27.5,26.1,0.287,0.297,0.328,0.299
2025-08-11T06:00,27.9,0.2,0,0.2,0.96,1.56,227,3.9,230,51,1007.1,1003,100,20,20,100,0.02,0.46,34.5,25.6,88,0,29.3,28,27.5,26.1,0.287,0.295,0.327,0.299
2025-08-11T07:00,28.3,0,0,0,1.24,1.77,194,4.8,196,3,1007.7,1003.6,93,20,23,89,0.06,0.52,34.8,25.8,86,0,29,28,27.5,26.1,0.287,0.295,0.327,0.299
2025-08-11T08:00,28.7,0,0,0,2.08,2.53,204,5.2,205,2,1007.4,1003.3,50,12,16,37,0.17,0.56,35,26,86,0,29,27.9,27.5,26.1,0.287,0.295,0.327,0.299
2025-08-11T09:00,28.9,0,0,0,2.28,2.82,209,5.4,210,1,1007.6,1003.5,43,25,13,17,0.31,0.63,35.1,26,84,0,28.9,27.9,27.5,26.1,0.287,0.295,0.327,0.299
2025-08-11T10:00,30.4,0,0,0,2.33,2.82,205,6.3,207,1,1007.5,1003.4,28,10,7,18,0.43,0.94,36.8,26.2,78,0,30.1,28,27.5,26.1,0.286,0.295,0.327,0.299
2025-08-11T11:00,30.7,0.1,0,0.1,2.93,3.55,200,7,202,51,1007.6,1003.5,49,21,7,28,0.49,0.97,37.5,26.4,78,0,29.9,28,27.5,26.1,0.285,0.294,0.326,0.299
2025-08-11T12:00,30.7,0.1,0,0.1,3.23,3.96,188,7.6,190,51,1007,1002.9,56,35,3,26,0.57,0.95,38.1,26.5,78,0,30,28.1,27.5,26.1,0.283,0.294,0.326,0.299
2025-08-11T13:00,31.1,0.1,0,0.1,3.97,5.01,191,8.1,192,51,1006.9,1002.8,83,63,6,38,0.61,1.05,38.4,26.6,77,0,30.4,28.2,27.5,26.1,0.282,0.293,0.326,0.299
2025-08-11T14:00,31.2,0.1,0,0.1,4.23,5.62,191,8.4,192,51,1006.2,1002.1,55,20,2,51,0.6,1.1,38.2,26.4,76,0,30.7,28.4,27.5,26.1,0.281,0.293,0.326,0.299
2025-08-11T15:00,31.3,0.2,0,0.2,3.92,5.12,197,7.9,199,51,1006.1,1002,65,25,9,54,0.47,1.05,37.6,26.7,77,0,30.9,28.5,27.5,26.1,0.28,0.292,0.326,0.299
2025-08-11T16:00,30.4,0.1,0,0.1,3.56,4.6,197,6.8,199,51,1005.3,1001.2,72,16,8,67,0.38,0.99,35.8,25.9,77,0,30.4,28.6,27.5,26.1,0.297,0.292,0.326,0.299
2025-08-11T17:00,29.9,0.8,0,0.8,3.29,4.41,197,6.5,198,53,1005.5,1001.4,86,6,14,82,0.21,0.84,35.6,26.1,80,0,29.8,28.7,27.5,26.1,0.298,0.292,0.326,0.3
2025-08-11T18:00,28.6,0.7,0,0.7,2.13,3.24,189,4.6,200,53,1005,1000.9,88,14,36,84,0.12,0.54,34.8,26,86,0,29.4,28.8,27.6,26.2,0.29,0.293,0.322,0.3
2025-08-11T19:00,28.4,0,0,0,2.55,3.96,178,4.3,184,3,1005.7,1001.6,89,10,24,82,0.04,0.48,34.5,26.1,88,0,29.1,28.8,27.6,26.2,0.29,0.293,0.322,0.3
2025-08-11T20:00,28.8,0.1,0,0.1,2.55,4.54,191,4.7,194,51,1006.7,1002.6,95,6,17,92,0.02,0.63,34.7,25.8,84,0,29.7,28.7,27.6,26.2,0.291,0.293,0.322,0.3
2025-08-11T21:00,29.1,0,0,0,2.8,4.17,190,3.9,199,3,1007.3,1003.2,91,9,20,90,0.02,0.75,34.8,25.6,81,0,29.7,28.7,27.6,26.2,0.291,0.293,0.322,0.3
2025-08-11T22:00,28.2,0,0,0,2.01,3.48,184,3,201,3,1007.4,1003.3,89,5,9,85,0.01,0.48,34.5,25.9,87,0,29.3,28.6,27.6,26.2,0.291,0.293,0.322,0.3
